Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Day_of_Week,Vader_Score,temp_list
" Embracing the beauty of nature, a moment of contentment. ",positive,2011-06-20 14:45:00,NatureLover2,Facebook,#Contentment #Nature,25,50,India,2011,June,20,14,Monday,0.743,"['Embracing', 'the', 'beauty', 'of', 'nature,', 'a', 'moment', 'of', 'contentment.']"
" Meditating by the serene lake, finding inner peace.   ",positive,2022-02-12 18:20:00,ZenMaster2,Twitter,#Serenity #Meditation,18,35,UK,2022,February,12,18,Saturday,0.7579,"['Meditating', 'by', 'the', 'serene', 'lake,', 'finding', 'inner', 'peace.']"
Overflowing with gratitude for life's blessings.,positive,2012-11-25 10:00:00,ThankfulHeart,Instagram,#Gratitude #Blessed,30,60,Australia,2012,November,25,10,Sunday,0.7783,"['Overflowing', 'with', 'gratitude', 'for', ""life's"", 'blessings.']"
" Hopeful for a brighter tomorrow, despite challenges.  ",positive,2013-04-05 19:30:00,OptimisticSoul,Facebook,#Hope #Optimism,22,45,USA,2013,April,5,19,Friday,0.6886,"['Hopeful', 'for', 'a', 'brighter', 'tomorrow,', 'despite', 'challenges.']"
Empowered to make a difference in my community.,neutral,2014-09-14 08:30:00,CommunityLeader,Twitter,#Empowerment #Community,15,30,UK,2014,September,14,8,Sunday,0.0,"['Empowered', 'to', 'make', 'a', 'difference', 'in', 'my', 'community.']"
Compassion in action: supporting a local charity event.,positive,2015-07-18 14:20:00,CharitySupporter,Instagram,#Compassion #CharityEvent,18,35,Canada,2015,July,18,14,Saturday,0.8271,"['Compassion', 'in', 'action:', 'supporting', 'a', 'local', 'charity', 'event.']"
" A moment of tenderness, connecting with loved ones.    ",positive,2016-02-23 19:45:00,LovingHeart,Facebook,#Tenderness #FamilyTime,25,50,UK,2016,February,23,19,Tuesday,0.7717,"['A', 'moment', 'of', 'tenderness,', 'connecting', 'with', 'loved', 'ones.']"
Arousal of excitement as I await a special announcement.,positive,2017-10-30 11:30:00,ExcitementFan,Twitter,#Arousal #Excitement,20,40,Australia,2017,October,30,11,Monday,0.743,"['Arousal', 'of', 'excitement', 'as', 'I', 'await', 'a', 'special', 'announcement.']"
Enthusiastically diving into a new project.,positive,2018-06-15 16:00:00,ProjectEnthusiast,Instagram,#Enthusiasm #NewProject,15,30,USA,2018,June,15,16,Friday,0.5994,"['Enthusiastically', 'diving', 'into', 'a', 'new', 'project.']"
Feeling a sense of fulfillment after reaching a milestone.,positive,2019-03-28 18:20:00,MilestoneAchiever,Facebook,#Fulfillment #Milestone,22,45,India,2019,March,28,18,Thursday,0.3182,"['Feeling', 'a', 'sense', 'of', 'fulfillment', 'after', 'reaching', 'a', 'milestone.']"
Reverence for the beauty of a historic landmark.,positive,2019-11-11 15:00:00,HistoryLover,Twitter,#Reverence #History,18,35,UK,2019,November,11,15,Monday,0.6249,"['Reverence', 'for', 'the', 'beauty', 'of', 'a', 'historic', 'landmark.']"
Elation after a surprise reunion with old friends.,positive,2020-04-02 09:30:00,JoyfulReunion2,Instagram,#Elation #OldFriends,25,50,Canada,2020,April,2,9,Thursday,0.7717,"['Elation', 'after', 'a', 'surprise', 'reunion', 'with', 'old', 'friends.']"
The euphoria of a live music concert under the stars.,positive,2021-06-19 14:45:00,MusicEnthusiast,Facebook,#Euphoria #LiveMusic,15,30,USA,2021,June,19,14,Saturday,0.6486,"['The', 'euphoria', 'of', 'a', 'live', 'music', 'concert', 'under', 'the', 'stars.']"
Contentment in the simplicity of a quiet Sunday.,positive,2010-08-15 10:00:00,SimpleJoys,Twitter,#Contentment #SundayMood,30,60,Australia,2010,August,15,10,Sunday,0.3612,"['Contentment', 'in', 'the', 'simplicity', 'of', 'a', 'quiet', 'Sunday.']"
Serenity found in the pages of a favorite book.,positive,2011-09-22 19:30:00,BookLover3,Instagram,#Serenity #BookTime,22,45,UK,2011,September,22,19,Thursday,0.4588,"['Serenity', 'found', 'in', 'the', 'pages', 'of', 'a', 'favorite', 'book.']"
Gratitude for the support received during tough times.,positive,2012-03-10 08:30:00,SupportiveFriend,Facebook,#Gratitude #Supportive,15,30,India,2012,March,10,8,Saturday,0.6705,"['Gratitude', 'for', 'the', 'support', 'received', 'during', 'tough', 'times.']"
Hopeful about the possibilities of a new journey.,positive,2013-12-05 16:00:00,JourneyOptimist,Twitter,#Hope #NewBeginnings,18,35,Canada,2013,December,5,16,Thursday,0.5106,"['Hopeful', 'about', 'the', 'possibilities', 'of', 'a', 'new', 'journey.']"
Empowerment through learning and personal growth.,positive,2014-07-20 11:30:00,GrowthSeeker,Instagram,#Empowerment #PersonalGrowth,25,50,USA,2014,July,20,11,Sunday,0.3818,"['Empowerment', 'through', 'learning', 'and', 'personal', 'growth.']"
Compassion towards those in need during the holidays.,positive,2015-12-22 14:20:00,HolidayHelper,Facebook,#Compassion #HolidaySupport,18,35,USA,2015,December,22,14,Tuesday,0.6808,"['Compassion', 'towards', 'those', 'in', 'need', 'during', 'the', 'holidays.']"
Tenderness in the warmth of a cozy winter evening.,positive,2016-02-10 19:45:00,WinterWarmth,Twitter,#Tenderness #CozyEvening,25,50,UK,2016,February,10,19,Wednesday,0.7003,"['Tenderness', 'in', 'the', 'warmth', 'of', 'a', 'cozy', 'winter', 'evening.']"
Arousal of excitement for an upcoming adventure.,positive,2017-04-30 11:30:00,AdventureAwaits,Instagram,#Arousal #AdventureTime,20,40,Australia,2017,April,30,11,Sunday,0.6705,"['Arousal', 'of', 'excitement', 'for', 'an', 'upcoming', 'adventure.']"
Enthusiasm for a creative project in the making.,positive,2018-09-15 16:00:00,CreativeSpirit,Facebook,#Enthusiasm #Creativity,15,30,Canada,2018,September,15,16,Saturday,0.7003,"['Enthusiasm', 'for', 'a', 'creative', 'project', 'in', 'the', 'making.']"
Fulfillment in completing a challenging workout routine.,positive,2019-06-28 18:20:00,FitnessAchiever,Twitter,#Fulfillment #FitnessGoals,22,45,India,2019,June,28,18,Friday,0.1531,"['Fulfillment', 'in', 'completing', 'a', 'challenging', 'workout', 'routine.']"
Reverence for the artistry displayed in a museum.,neutral,2020-11-11 15:00:00,ArtAppreciator,Instagram,#Reverence #ArtAppreciation,18,35,UK,2020,November,11,15,Wednesday,0.0,"['Reverence', 'for', 'the', 'artistry', 'displayed', 'in', 'a', 'museum.']"
Elation after achieving a personal goal.,positive,2021-03-02 09:30:00,GoalAchiever2,Facebook,#Elation #PersonalAchievement,25,50,USA,2021,March,2,9,Tuesday,0.3612,"['Elation', 'after', 'achieving', 'a', 'personal', 'goal.']"
Elation over discovering a hidden gem in the city.,positive,2012-02-18 14:30:00,UrbanExplorer2,Twitter,#Elation #HiddenGem,20,40,USA,2012,February,18,14,Saturday,0.3612,"['Elation', 'over', 'discovering', 'a', 'hidden', 'gem', 'in', 'the', 'city.']"
The euphoria of a surprise birthday celebration.,positive,2018-11-05 21:45:00,BirthdayJoy,Instagram,#Euphoria #BirthdaySurprise,15,30,UK,2018,November,5,21,Monday,0.7506,"['The', 'euphoria', 'of', 'a', 'surprise', 'birthday', 'celebration.']"
Contentment in the simplicity of a home-cooked meal.,positive,2015-09-12 13:20:00,HomeChef,Facebook,#Contentment #HomeCooking,25,50,India,2015,September,12,13,Saturday,0.3612,"['Contentment', 'in', 'the', 'simplicity', 'of', 'a', 'home-cooked', 'meal.']"
Serenity found in the melody of a peaceful piano.,positive,2016-07-30 18:10:00,MusicLover4,Twitter,#Serenity #PeacefulMelody,18,35,Canada,2016,July,30,18,Saturday,0.4939,"['Serenity', 'found', 'in', 'the', 'melody', 'of', 'a', 'peaceful', 'piano.']"
Gratitude for the supportive community around me.,positive,2013-04-20 10:30:00,CommunityLove,Instagram,#Gratitude #CommunitySupport,30,60,USA,2013,April,20,10,Saturday,0.6705,"['Gratitude', 'for', 'the', 'supportive', 'community', 'around', 'me.']"
Hopeful about the prospects of a new business venture.,positive,2017-12-08 19:15:00,EntrepreneurHope,Facebook,#Hope #BusinessVenture,22,45,Canada,2017,December,8,19,Friday,0.6705,"['Hopeful', 'about', 'the', 'prospects', 'of', 'a', 'new', 'business', 'venture.']"
Empowerment through mentoring and guiding others.,neutral,2014-06-03 08:20:00,MentorEmpower,Twitter,#Empowerment #Mentorship,15,30,UK,2014,June,3,8,Tuesday,0.0,"['Empowerment', 'through', 'mentoring', 'and', 'guiding', 'others.']"
Compassion shown through acts of kindness in the community.,positive,2019-01-15 14:50:00,KindnessInAction,Instagram,#Compassion #CommunityKindness,18,35,Australia,2019,January,15,14,Tuesday,0.7184,"['Compassion', 'shown', 'through', 'acts', 'of', 'kindness', 'in', 'the', 'community.']"
Tenderness in a heartfelt message to a loved one.,positive,2016-12-25 19:30:00,LoveExpress,Facebook,#Tenderness #LoveNote,25,50,UK,2016,December,25,19,Sunday,0.8807,"['Tenderness', 'in', 'a', 'heartfelt', 'message', 'to', 'a', 'loved', 'one.']"
Arousal of excitement before a much-awaited trip.,positive,2018-03-10 09:45:00,TravelExcitement,Twitter,#Arousal #TravelAdventure,20,40,India,2018,March,10,9,Saturday,0.4939,"['Arousal', 'of', 'excitement', 'before', 'a', 'much-awaited', 'trip.']"
Enthusiasm for a new artistic project in the works.,positive,2020-09-17 16:30:00,ArtisticSpirit,Instagram,#Enthusiasm #ArtisticProject,15,30,USA,2020,September,17,16,Thursday,0.4404,"['Enthusiasm', 'for', 'a', 'new', 'artistic', 'project', 'in', 'the', 'works.']"
Feeling a sense of fulfillment after helping others.,positive,2011-08-28 18:45:00,HelperHeart,Facebook,#Fulfillment #HelpingOthers,22,45,Canada,2011,August,28,18,Sunday,0.4019,"['Feeling', 'a', 'sense', 'of', 'fulfillment', 'after', 'helping', 'others.']"
Reverence for the historical significance of a landmark.,positive,2017-11-01 15:30:00,HistoryBuff,Twitter,#Reverence #HistoricalSite,18,35,Australia,2017,November,1,15,Wednesday,0.34,"['Reverence', 'for', 'the', 'historical', 'significance', 'of', 'a', 'landmark.']"
Elation after achieving a fitness milestone.,positive,2019-06-15 10:00:00,FitnessAchiever2,Instagram,#Elation #FitnessMilestone,25,50,UK,2019,June,15,10,Saturday,0.5574,"['Elation', 'after', 'achieving', 'a', 'fitness', 'milestone.']"
The euphoria of a successful product launch.,positive,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,#Euphoria #ProductLaunchSuccess,15,30,USA,2022,April,3,11,Sunday,0.8442,"['The', 'euphoria', 'of', 'a', 'successful', 'product', 'launch.']"
Contentment in the embrace of a loved one.,positive,2010-11-12 20:20:00,LovingEmbrace,Twitter,#Contentment #Love,30,60,India,2010,November,12,20,Friday,0.8271,"['Contentment', 'in', 'the', 'embrace', 'of', 'a', 'loved', 'one.']"
Serenity found in the beauty of a sunset by the sea.,positive,2011-07-22 18:30:00,SunsetWatcher2,Instagram,#Serenity #SunsetViews,22,45,Canada,2011,July,22,18,Friday,0.5859,"['Serenity', 'found', 'in', 'the', 'beauty', 'of', 'a', 'sunset', 'by', 'the', 'sea.']"
Gratitude for the small joys that each day brings.,positive,2012-03-30 11:20:00,JoyfulHeart2,Facebook,#Gratitude #SmallJoys,15,30,Australia,2012,March,30,11,Friday,0.7579,"['Gratitude', 'for', 'the', 'small', 'joys', 'that', 'each', 'day', 'brings.']"
Hopeful about the potential for personal growth.,positive,2013-10-05 16:40:00,GrowthOptimist,Twitter,#Hope #PersonalDevelopment,18,35,UK,2013,October,5,16,Saturday,0.7096,"['Hopeful', 'about', 'the', 'potential', 'for', 'personal', 'growth.']"
Empowerment through learning a new skill.,neutral,2014-07-10 13:15:00,SkillEmpower,Instagram,#Empowerment #SkillBuilding,25,50,India,2014,July,10,13,Thursday,0.0,"['Empowerment', 'through', 'learning', 'a', 'new', 'skill.']"
Compassion in volunteering for a local charity.,positive,2015-12-18 14:20:00,CharityVolunteer,Facebook,#Compassion #VolunteerWork,18,35,USA,2015,December,18,14,Friday,0.7003,"['Compassion', 'in', 'volunteering', 'for', 'a', 'local', 'charity.']"
Tenderness in a quiet moment shared with a pet.,positive,2016-02-10 19:45:00,PetLove,Twitter,#Tenderness #PetLove,25,50,Canada,2016,February,10,19,Wednesday,0.6369,"['Tenderness', 'in', 'a', 'quiet', 'moment', 'shared', 'with', 'a', 'pet.']"
Arousal of excitement for an upcoming festival.,positive,2017-09-25 11:30:00,FestivalFan,Instagram,#Arousal #FestivalExcitement,20,40,UK,2017,September,25,11,Monday,0.7506,"['Arousal', 'of', 'excitement', 'for', 'an', 'upcoming', 'festival.']"
Enthusiasm for a DIY home improvement project.,positive,2018-04-15 16:00:00,DIYEnthusiast,Facebook,#Enthusiasm #HomeImprovement,15,30,Australia,2018,April,15,16,Sunday,0.7096,"['Enthusiasm', 'for', 'a', 'DIY', 'home', 'improvement', 'project.']"
Fulfillment in completing a challenging puzzle.,positive,2019-11-28 18:20:00,PuzzleMaster,Twitter,#Fulfillment #PuzzleChallenge,22,45,India,2019,November,28,18,Thursday,0.1531,"['Fulfillment', 'in', 'completing', 'a', 'challenging', 'puzzle.']"
Reverence for the wonders of nature on a hiking trail.,neutral,2020-05-11 15:00:00,NatureAdmirer,Instagram,#Reverence #NatureExploration,18,35,USA,2020,May,11,15,Monday,0.0,"['Reverence', 'for', 'the', 'wonders', 'of', 'nature', 'on', 'a', 'hiking', 'trail.']"
Elation after a surprise reunion with a childhood friend.,positive,2021-02-05 09:30:00,ChildhoodJoy,Facebook,#Elation #FriendshipReunion,25,50,Canada,2021,February,5,9,Friday,0.7783,"['Elation', 'after', 'a', 'surprise', 'reunion', 'with', 'a', 'childhood', 'friend.']"
Suffering from despair after another setback.,negative,2021-03-10 08:30:00,StrugglingSoul,Twitter,#Despair #Struggle,5,10,USA,2021,March,10,8,Wednesday,-0.6597,"['Suffering', 'from', 'despair', 'after', 'another', 'setback.']"
" Overwhelmed by grief, missing a loved one dearly.  ",positive,2022-07-05 15:45:00,MourningHeart,Instagram,#Grief #Loss,8,15,Canada,2022,July,5,15,Tuesday,0.3612,"['Overwhelmed', 'by', 'grief,', 'missing', 'a', 'loved', 'one', 'dearly.']"
Loneliness creeps in as the night grows colder.,negative,2019-11-18 21:20:00,SolitarySoul,Facebook,#Loneliness #Isolation,10,20,UK,2019,November,18,21,Monday,-0.4215,"['Loneliness', 'creeps', 'in', 'as', 'the', 'night', 'grows', 'colder.']"
Jealousy consumes me as I witness others' success.,positive,2020-08-12 11:30:00,EnviousObserver,Twitter,#Jealousy #Envy,12,25,India,2020,August,12,11,Wednesday,0.34,"['Jealousy', 'consumes', 'me', 'as', 'I', 'witness', ""others'"", 'success.']"
Resentment building up over past betrayals.,negative,2018-05-22 14:45:00,BitterHeart,Instagram,#Resentment #Bitterness,7,15,Australia,2018,May,22,14,Tuesday,-0.4404,"['Resentment', 'building', 'up', 'over', 'past', 'betrayals.']"
Frustration mounts as obstacles block my path.,negative,2017-01-30 16:10:00,BlockedGoals,Facebook,#Frustration #Obstacles,10,20,USA,2017,January,30,16,Monday,-0.8225,"['Frustration', 'mounts', 'as', 'obstacles', 'block', 'my', 'path.']"
" Boredom sets in, the day feels endlessly dull.     ",negative,2016-09-28 19:45:00,BoredMind,Twitter,#Boredom #LackOfInterest,8,15,Canada,2016,September,28,19,Wednesday,-0.6124,"['Boredom', 'sets', 'in,', 'the', 'day', 'feels', 'endlessly', 'dull.']"
" Anxiety grips my heart, worry clouds my thoughts.  ",negative,2019-04-15 09:00:00,WorriedMind,Instagram,#Anxiety #Worry,12,25,UK,2019,April,15,9,Monday,-0.5574,"['Anxiety', 'grips', 'my', 'heart,', 'worry', 'clouds', 'my', 'thoughts.']"
Intimidation by the unknown future ahead.,negative,2021-12-03 18:30:00,FearfulSoul,Facebook,#Intimidation #Fear,15,30,India,2021,December,3,18,Friday,-0.4215,"['Intimidation', 'by', 'the', 'unknown', 'future', 'ahead.']"
Helplessness sinks in as challenges pile up.,negative,2020-06-20 14:20:00,OverwhelmedHeart,Twitter,#Helplessness #Overwhelmed,8,15,Australia,2020,June,20,14,Saturday,-0.4215,"['Helplessness', 'sinks', 'in', 'as', 'challenges', 'pile', 'up.']"
Envy eats away at me as I see others' prosperity.,negative,2018-11-07 11:30:00,CovetousMind,Instagram,#Envy #Desire,10,20,Canada,2018,November,7,11,Wednesday,-0.2732,"['Envy', 'eats', 'away', 'at', 'me', 'as', 'I', 'see', ""others'"", 'prosperity.']"
Regret over missed opportunities haunts my thoughts.,negative,2017-08-25 16:00:00,RemorsefulSoul,Facebook,#Regret #MissedChances,12,25,UK,2017,August,25,16,Friday,-0.5267,"['Regret', 'over', 'missed', 'opportunities', 'haunts', 'my', 'thoughts.']"
Disgust at the sight of injustice and cruelty.,negative,2019-02-11 09:45:00,DisgustedHeart,Twitter,#Disgust #Injustice,7,15,India,2019,February,11,9,Monday,-0.91,"['Disgust', 'at', 'the', 'sight', 'of', 'injustice', 'and', 'cruelty.']"
" Drowning in despair, hope slipping through my fingers.",positive,2016-04-02 20:20:00,HopelessHeart,Instagram,#Despair #Hopeless,10,20,USA,2016,April,2,20,Saturday,0.1531,"['Drowning', 'in', 'despair,', 'hope', 'slipping', 'through', 'my', 'fingers.']"
" Grief weighs heavy, tears a constant companion.    ",negative,2015-10-18 15:30:00,TearfulSoul,Facebook,#Grief #Tears,12,25,Canada,2015,October,18,15,Sunday,-0.6249,"['Grief', 'weighs', 'heavy,', 'tears', 'a', 'constant', 'companion.']"
" Loneliness in a crowded room, a silent cry for connection.",negative,2019-07-12 18:10:00,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15,30,UK,2019,July,12,18,Friday,-0.7096,"['Loneliness', 'in', 'a', 'crowded', 'room,', 'a', 'silent', 'cry', 'for', 'connection.']"
" Jealousy gnaws at my confidence, a toxic emotion.  ",positive,2018-06-03 16:30:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8,15,India,2018,June,3,16,Sunday,0.25,"['Jealousy', 'gnaws', 'at', 'my', 'confidence,', 'a', 'toxic', 'emotion.']"
" Resentment festers, poisoning relationships.       ",negative,2022-01-15 12:00:00,BrokenTrust,Facebook,#Resentment #BrokenTrust,10,20,Australia,2022,January,15,12,Saturday,-0.7717,"['Resentment', 'festers,', 'poisoning', 'relationships.']"
" Frustration boils over, a volcanic eruption of emotions.",negative,2017-04-10 14:45:00,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12,25,USA,2017,April,10,14,Monday,-0.4767,"['Frustration', 'boils', 'over,', 'a', 'volcanic', 'eruption', 'of', 'emotions.']"
" Boredom settles like dust, life feels mundane.     ",positive,2016-11-28 19:00:00,MundaneHeart,Instagram,#Boredom #Monotony,7,15,Canada,2016,November,28,19,Monday,0.0516,"['Boredom', 'settles', 'like', 'dust,', 'life', 'feels', 'mundane.']"
" Anxiety grips my chest, a relentless grip on my thoughts.",negative,2018-09-05 09:30:00,RestlessMind,Facebook,#Anxiety #Restlessness,10,20,UK,2018,September,5,9,Wednesday,-0.128,"['Anxiety', 'grips', 'my', 'chest,', 'a', 'relentless', 'grip', 'on', 'my', 'thoughts.']"
" Intimidation by the challenges ahead, fear takes hold.",negative,2021-10-22 18:30:00,FearfulJourney,Twitter,#Intimidation #FacingFear,15,30,India,2021,October,22,18,Friday,-0.6908,"['Intimidation', 'by', 'the', 'challenges', 'ahead,', 'fear', 'takes', 'hold.']"
" Helplessness engulfs me, drowning in a sea of problems.",negative,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8,15,Australia,2019,May,8,14,Wednesday,-0.7003,"['Helplessness', 'engulfs', 'me,', 'drowning', 'in', 'a', 'sea', 'of', 'problems.']"
